ChargeThreshold_fC,Probability,CrossSection_cm2,CrossSection_Uncertainty_cm2
0.03580024262522296,0.02365782565784862,3.7852521052557806e-13,2.470477063130336e-15
0.036804814770642506,0.022511954551381875,3.601912728221101e-13,2.4099021113149913e-15
0.03783757569695713,0.021413456252173755,3.4261530003478023e-13,2.350366479414401e-15
0.03889931639501001,0.02039558346217498,3.263293353947998e-13,2.2938212673179144e-15
0.03999085005123046,0.019387792526445933,3.1020468042313504e-13,2.2364285151930175e-15
0.041113012670452816,0.01836992398094095,2.939187836950553e-13,2.1769265284399387e-15
0.04226666371621191,0.017403447985044798,2.7845516776071687e-13,2.118882600903958e-15
0.0434526867690056,0.016520612882765594,2.643298061242496e-13,2.064436664595314e-15
0.04467199020302839,0.01568314131724043,2.50930261075847e-13,2.01142670604227e-15
0.04592550788189462,0.014786227011993294,2.365796321918928e-13,1.953060293878179e-15
0.04721419987388387,0.013894352701159194,2.223096432185472e-13,1.8932388085625205e-15
0.04853905318725659,0.013026680437906063,2.0842688700649707e-13,1.8331691798052337e-15
0.04990108252620304,0.012157992710428545,1.9452788336685679e-13,1.7709885196386138e-15
0.05130133106800447,0.011300396189026186,1.8080633902441904e-13,1.7073827393449207e-15
0.05274087126200177,0.010511325911288033,1.6818121458060859e-13,1.6466908570876007e-15
0.05422080565098372,0.00973032695596735,1.5568523129547766e-13,1.5843321680343113e-15
0.05574226771562373,0.009007773362541105,1.4412437380065773e-13,1.5243698562011143e-15
0.057306422742611794,0.008261032035736483,1.3217651257178377e-13,1.459814885785994e-15
0.05891446871714677,0.0075293975181502755,1.2047036029040446e-13,1.393667079342933e-15
0.06056763724047234,0.006824973153947969,1.0919957046316754e-13,1.3268682551782598e-15
0.06226719447315953,0.006123586623219424,9.797738597151083e-14,1.256836020147788e-15
0.0640144421048582,0.005514902499727904,8.82384399956465e-14,1.1927307761173574e-15
0.0658107183512601,0.004904200190560543,7.846720304896872e-14,1.1247469818083115e-15
0.06765739897903741,0.004314669747297186,6.9034715956755e-14,1.0549733158947715e-15
0.06955589835954139,0.0038621903032254193,6.179504485160673e-14,9.981181340016226e-16
0.0715076705520683,0.003482272794231074,5.57163647076972e-14,9.477503664769732e-16
0.07351421041752255,0.0031668548180002255,5.0669677088003626e-14,9.038036109233e-16
0.0755770547633294,0.0028605086207075512,4.576813793132084e-14,8.589726831814881e-16
0.07769778352047468,0.002624700442979578,4.1995207087673265e-14,8.228020413322085e-16
0.07987802095357281,0.002417112661076011,3.867380257721619e-14,7.895904739175818e-16
